image,x,y,mask
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0057_2000_2000.png,314,265,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0057_2000_2000.314.265.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0060_3600_0.png,85,91,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0060_3600_0.85.91.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0060_3600_0.png,65,154,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0060_3600_0.65.154.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0052_3600_1200.aug.2.png,338,73,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0052_3600_1200.338.73.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0052_3600_1200.aug.2.png,312,297,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0052_3600_1200.312.297.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0019_400_400.aug.0.png,243,86,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0019_400_400.243.86.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0019_400_400.aug.0.png,254,119,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0019_400_400.254.119.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0019_400_400.aug.0.png,320,339,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0019_400_400.320.339.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0012_2000_1200.aug.2.png,284,250,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0012_2000_1200.284.250.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0012_2000_1200.aug.2.png,250,200,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0012_2000_1200.250.200.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_1600_3200.aug.0.png,52,234,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_1600_3200.52.234.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_1200.aug.1.png,221,267,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3600_1200.221.267.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_1200.aug.1.png,281,295,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3600_1200.281.295.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_1200.aug.1.png,319,301,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3600_1200.319.301.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_1200.aug.1.png,337,249,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3600_1200.337.249.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_1200.aug.1.png,385,322,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3600_1200.385.322.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3600_1200.aug.1.png,62,385,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3600_1200.62.385.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0009_2000_0.aug.1.png,128,210,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0009_2000_0.128.210.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0009_2000_0.aug.1.png,265,352,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0009_2000_0.265.352.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0009_2000_0.aug.1.png,168,373,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0009_2000_0.168.373.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0009_2000_0.aug.1.png,277,168,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0009_2000_0.277.168.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0009_2000_0.aug.1.png,326,185,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0009_2000_0.326.185.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0056_2000_2400.png,239,104,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0056_2000_2400.239.104.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0056_2000_2400.png,295,280,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0056_2000_2400.295.280.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0056_2000_2400.png,254,386,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0056_2000_2400.254.386.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0056_2000_2400.png,346,363,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0056_2000_2400.346.363.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0046_3200_2400.aug.0.png,249,102,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0046_3200_2400.249.102.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0046_3200_2400.aug.0.png,221,23,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0046_3200_2400.221.23.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0036_0_2800.png,28,200,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0036_0_2800.28.200.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0036_0_2800.png,39,116,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0036_0_2800.39.116.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0036_0_2800.png,135,363,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0036_0_2800.135.363.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0010_3600_2400.aug.2.png,167,49,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0010_3600_2400.167.49.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0028_2800_800.png,379,176,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0028_2800_800.379.176.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0048_400_3200.png,242,86,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0048_400_3200.242.86.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0002_3200_2000.aug.2.png,31,281,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0002_3200_2000.31.281.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0037_1600_0.aug.0.png,157,354,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0037_1600_0.157.354.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0037_1600_0.aug.0.png,210,281,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0037_1600_0.210.281.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0037_1600_0.aug.0.png,308,349,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0037_1600_0.308.349.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0037_1600_0.aug.0.png,37,188,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0037_1600_0.37.188.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0058_3600_1200.aug.2.png,315,184,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0058_3600_1200.315.184.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0058_3600_1200.aug.2.png,221,192,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0058_3600_1200.221.192.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0041_3200_2400.aug.2.png,86,364,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0041_3200_2400.86.364.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0041_3200_2400.aug.2.png,24,150,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0041_3200_2400.24.150.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0041_3200_2400.aug.2.png,158,269,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0041_3200_2400.158.269.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_2000_2800.aug.2.png,33,306,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_2000_2800.33.306.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_2000_2800.aug.2.png,155,325,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_2000_2800.155.325.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_2000_2800.aug.2.png,20,34,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_2000_2800.20.34.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0018_2000_2800.aug.2.png,364,181,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0018_2000_2800.364.181.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0033_0_2000.aug.1.png,171,305,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0033_0_2000.171.305.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0033_0_2000.aug.1.png,222,342,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0033_0_2000.222.342.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0033_0_2000.aug.1.png,185,207,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0033_0_2000.185.207.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0033_0_2000.aug.1.png,235,172,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0033_0_2000.235.172.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0036_0_2800.aug.0.png,124,375,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0036_0_2800.124.375.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0053_3600_2400.png,46,313,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0053_3600_2400.46.313.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0045_3600_3200.png,333,156,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0045_3600_3200.333.156.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0045_3600_3200.png,386,177,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0045_3600_3200.386.177.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0038_1200_1600.aug.0.png,213,94,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0038_1200_1600.213.94.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0038_1200_1600.aug.0.png,287,38,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0038_1200_1600.287.38.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0038_1200_1600.aug.0.png,276,153,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0038_1200_1600.276.153.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0038_1200_1600.aug.0.png,214,189,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0038_1200_1600.214.189.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0038_1200_1600.aug.0.png,224,277,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0038_1200_1600.224.277.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0038_1200_1600.aug.0.png,314,262,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0038_1200_1600.314.262.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0038_1200_1600.aug.0.png,201,358,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0038_1200_1600.201.358.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0056_3600_2000.aug.2.png,347,152,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0056_3600_2000.347.152.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0056_3600_2000.aug.2.png,370,28,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0056_3600_2000.370.28.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0026_800_2400.aug.0.png,174,99,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0026_800_2400.174.99.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0026_800_2400.aug.0.png,238,175,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0026_800_2400.238.175.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0019_3200_1200.aug.1.png,364,13,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0019_3200_1200.364.13.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0019_3200_1200.aug.1.png,371,71,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0019_3200_1200.371.71.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0032_3600_800.aug.0.png,335,331,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_3600_800.335.331.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0032_3600_800.aug.0.png,147,374,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_3600_800.147.374.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0032_3600_800.aug.0.png,81,304,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_3600_800.81.304.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0032_3600_800.aug.0.png,205,335,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_3600_800.205.335.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0032_3600_800.aug.0.png,238,319,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_3600_800.238.319.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0032_3600_800.aug.0.png,289,345,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0032_3600_800.289.345.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3200_2800.aug.2.png,138,186,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3200_2800.138.186.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3200_2800.aug.2.png,243,361,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3200_2800.243.361.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0022_3200_2800.aug.2.png,210,276,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0022_3200_2800.210.276.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0042_400_400.aug.1.png,139,73,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0042_400_400.139.73.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0038_4000_800.aug.2.png,280,222,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0038_4000_800.280.222.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0002_3200_2000.aug.0.png,327,138,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0002_3200_2000.327.138.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0002_3200_2000.aug.0.png,90,346,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0002_3200_2000.90.346.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0002_3200_2000.aug.0.png,28,278,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0002_3200_2000.28.278.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0033_0_400.png,234,127,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0033_0_400.234.127.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0033_0_400.png,128,277,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0033_0_400.128.277.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0041_3600_3200.png,37,80,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0041_3600_3200.37.80.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0041_3600_3200.png,117,63,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0041_3600_3200.117.63.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0051_1600_1200.aug.1.png,48,135,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0051_1600_1200.48.135.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0043_4400_1200.aug.0.png,323,94,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0043_4400_1200.323.94.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0051_1600_1200.aug.1.png,75,82,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0051_1600_1200.75.82.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0051_1600_1200.aug.1.png,256,279,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0051_1600_1200.256.279.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0051_1600_1200.aug.1.png,152,303,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0051_1600_1200.152.303.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0051_1600_1200.aug.1.png,82,331,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0051_1600_1200.82.331.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0020_3600_0.aug.1.png,164,144,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_3600_0.164.144.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0020_3600_0.aug.1.png,361,140,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_3600_0.361.140.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0020_3600_0.aug.1.png,379,203,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0020_3600_0.379.203.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0007_800_400.aug.2.png,165,329,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0007_800_400.165.329.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0007_800_400.aug.2.png,224,310,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0007_800_400.224.310.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0007_800_400.aug.2.png,26,336,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0007_800_400.26.336.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0007_800_400.aug.2.png,46,272,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0007_800_400.46.272.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0053_3600_2000.aug.2.png,77,122,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0053_3600_2000.77.122.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0053_400_1200.png,330,313,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0053_400_1200.330.313.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0052_2800_800.png,389,160,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0052_2800_800.389.160.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0052_2800_800.png,359,198,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0052_2800_800.359.198.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0052_2800_800.png,104,73,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0052_2800_800.104.73.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_3200_400.png,8,324,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0025_3200_400.8.324.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_3200_400.png,40,270,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0025_3200_400.40.270.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0038_1600_2000.png,250,275,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0038_1600_2000.250.275.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0021_2800_2800.aug.0.png,175,59,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0021_2800_2800.175.59.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0021_2800_2800.aug.0.png,205,37,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0021_2800_2800.205.37.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0006_1200_800.aug.2.png,39,51,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0006_1200_800.39.51.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0059_1600_1600.aug.2.png,349,333,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_1600_1600.349.333.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0059_3200_800.png,90,317,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_3200_800.90.317.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0059_3200_800.png,147,82,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0059_3200_800.147.82.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0056_3600_2000.png,49,253,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0056_3600_2000.49.253.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0050_400_800.aug.0.png,148,67,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0050_400_800.148.67.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0050_400_800.aug.0.png,170,125,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0050_400_800.170.125.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0038_4000_1200.aug.0.png,370,287,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0038_4000_1200.370.287.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0038_4000_1200.aug.0.png,101,37,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0038_4000_1200.101.37.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0029_2400_800.aug.1.png,228,306,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0029_2400_800.228.306.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0023_2000_0.png,139,55,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0023_2000_0.139.55.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0023_2000_0.png,227,243,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0023_2000_0.227.243.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0037_2400_400.aug.2.png,318,321,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0037_2400_400.318.321.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0037_2400_400.aug.2.png,213,269,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0037_2400_400.213.269.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0037_2400_400.aug.2.png,249,182,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0037_2400_400.249.182.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0037_2400_400.aug.2.png,155,184,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0037_2400_400.155.184.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0037_2400_400.aug.2.png,166,107,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0037_2400_400.166.107.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0037_2400_400.aug.2.png,124,271,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0037_2400_400.124.271.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0037_2400_400.aug.2.png,266,44,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0037_2400_400.266.44.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0037_2400_400.aug.2.png,41,210,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0037_2400_400.41.210.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0037_2400_400.aug.2.png,43,325,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0037_2400_400.43.325.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0045_400_1600.aug.2.png,46,217,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0045_400_1600.46.217.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0045_400_1600.aug.2.png,29,243,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0045_400_1600.29.243.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0045_400_1600.aug.2.png,290,92,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0045_400_1600.290.92.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0045_400_1600.aug.2.png,241,176,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0045_400_1600.241.176.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0053_800_800.aug.1.png,322,54,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0053_800_800.322.54.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0045_400_1600.aug.2.png,230,206,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0045_400_1600.230.206.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0051_0_1200.aug.2.png,237,244,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0051_0_1200.237.244.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0016_3200_1200.aug.1.png,286,328,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0016_3200_1200.286.328.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0016_3200_1200.aug.1.png,84,213,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0016_3200_1200.84.213.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0016_3200_1200.aug.1.png,82,180,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0016_3200_1200.82.180.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0016_3200_1200.aug.1.png,201,97,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0016_3200_1200.201.97.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0025_2400_1600.aug.0.png,359,134,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0025_2400_1600.359.134.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0053_3600_800.png,342,270,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0053_3600_800.342.270.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0053_3600_800.png,358,155,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0053_3600_800.358.155.mask.npy
/home/jack/Mounts/DiskOne/kona_coffee/augmented/100_0053_3600_800.png,350,27,/home/jack/Mounts/DiskOne/kona_coffee/masks/100_0053_3600_800.350.27.mask.npy
